Genome_Id	total_length	N_Fixation_Phylum	Cosmopolitan_Score_Subset_01	Max_Percent_reads	Average_percent_reads_Size_01	Average_percent_reads_Size_02	Average_percent_reads_Size_03	Average_percent_reads_Size_04	Average_percent_reads_subset_01	Portion_Size_01	Portion_Size_02	Portion_Size_03	Portion_Size_04	Portion_ALL_Arctic	Portion_ALL_Atlantic	Portion_ALL_Indian	Portion_ALL_MED	Portion_ALL_Pacific	Portion_ALL_RED	Portion_ALL_Southern	on RAST	Known_population	Of interest	N_Fixation	N_Fixation_Phylum	HBDs	Source	Domain anvio	Phylum gtdbtk	Class gtdbtk	Order gtdbtk	Family gtdbtk	Genus gtdbtk	Species gtdbtk	total_length	num_contigs	N50	GC_content	percent_completionanviov6	percent_redundancyanviov6	Cluster_Size_first_round	Completion_Minus_Red	Redundancy_removal_V1_V2	fastani_ani
TARA_PSE_MAG_00061	1636630		10	0.064586571	0.000907721	0	0.000161896	0	0.000373306	84.86409772	0	15.13590228	0	0	9.902000802	56.31472212	0	33.78327708	0	0		Yes					MAG_small_size_fraction	Archaea	Thermoplasmatota	MGII	MGII	MGIIB	GCA-2722595	GCA_002722595.1	1636630	164	13747	44.79	82.89	3.95	1	78.95	Unique	99.79
TARA_AOS_82_MAG_00079	5050818		10	0.29757368	0.001854214	0.000181997	0	0	0.000718993	91.06195303	8.938046973	0	0	0	42.76524227	8.031357456	1.168718296	0	48.03468198	0							MAG_large_size_fractions	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	GCA-2723275		5050818	46	137914	53.60	79.14	1.44	1	77.70	Unique	
TARA_AOS_82_MAG_00118	6036430		19	0.220463185	0.004449393	0.000132223	0.00013112	0	0.00170257	94.41210769	2.805654418	2.782237891	0	0	63.49707788	18.71901623	1.313020515	16.47088538	0	0							MAG_large_size_fractions	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	GCA-2723275		6036430	788	9339	52.94	76.98	7.91	1	69.06	Unique	
TARA_PSW_86_MAG_00064	6031972		20	0.29196536	0.006416279	0.001860846	0.000325077	0.001150169	0.003038657	65.79198755	19.08096253	3.333309584	11.79374033	0	2.716016463	34.95376968	0	62.33021386	0	0		Yes					MAG_large_size_fractions	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	GCA-2723275	GCA_002723275.1	6031972	152	58968	52.98	96.40	4.32	2	92.09	Cluster_200	99.78
TARA_RED_19_MAG_00014	6869792		24	0.280640264	0.006734968	0.00042312	0.001259164	0.000104895	0.002879954	79.02900586	4.964950949	14.77519366	1.230849528	0	5.616407367	32.5849373	0	1.001870918	60.79678442	0							MAG_large_size_fractions	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	GCA-2723275	GCA_002723275.1	6869792	464	20404	53.45	97.12	4.32	3	92.81	Unique	96.48
TARA_RED_19_MAG_00017	6425245		12	0.265890596	0.002292092	0.000493245	0	0	0.000934977	82.29136606	17.70863394	0	0	0	6.890065224	8.769522273	0.42230446	0.397869725	83.52023832	0							MAG_large_size_fractions	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	GCA-2723275		6425245	408	22926	53.61	92.09	2.88	1	89.21	Unique	
TARA_MED_95_MAG_00231	1687668		61	0.072888281	0.00586219	0	0.00014699	1.92551E-05	0.002211787	97.24231094	0	2.438284265	0.319404797	0	14.17216089	20.89742959	11.7257093	4.132949421	49.07175079	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	UBA2165	GCA-2723345		1687668	260	7 620	51.56	83.10	0.00	1	83.10	Unique	
TARA_MED_95_MAG_00267	3038693		20	0.070792896	0.002215018	0	0	0	0.000821463	100	0	0	0	0	2.23255156	0	90.99878561	6.768662828	0	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	UBA2165	GCA-2723345		3038693	316	13 303	53.24	87.32	7.04	1	80.28	Unique	
TARA_MED_95_MAG_00373	1968679		25	0.011972889	0.000793022	0	0	0	0.000294101	100	0	0	0	0	5.14972762	6.913697984	64.49177886	6.389452896	17.05534264	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	UBA2165	GCA-2723345		1968679	281	8 057	52.89	71.83	4.23	1	67.60	Unique	
TARA_PON_109_MAG_00048	3069798		39	0.008487009	9.92247E-05	0	3.05667E-06	0	3.74909E-05	97.01150731	0	2.988492691	0	0	29.61749644	15.33923143	19.56017473	29.09252102	6.390576375	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	UBA2165	GCA-2723345		3069798	167	28042	51.10	96.40	2.16	1	94.24	Unique	
TARA_RED_MAG_00054	1859610		1	0.051330293	0.000187129	0	0	0	6.9399E-05	100	0	0	0	0	0	0	0	0	100	0		Yes					MAG_small_size_fraction	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353	LS-SOB	GCA-2724185	GCA_002724185.1	1859610	98	29960	44.61	81.69	0.00	1	81.69	Unique	99.88
TARA_RED_MAG_00084	5144742		9	0.091166643	0.001412278	0	0	0	0.000523759	100	0	0	0	0	6.022077635	5.076143745	1.379089129	0.24032776	87.28236173	0							MAG_small_size_fraction	Bacteria	Latescibacterota	UBA2968	UBA8231	GCA-002724215	GCA-2724215		5144742	495	14063	55.98	77.46	5.63	1	71.83	Unique	
TARA_ANW_MAG_00050	1205652		21	0.036205533	0.000821191	0	0	0	0.000304548	100	0	0	0	0	35.92944408	3.516483725	23.00576505	0	37.54830714	0							MAG_small_size_fraction	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	UBA2964	GCA-2724505		1205652	219	6070	45.18	70.42	1.41	1	69.01	Unique	
TARA_RED_MAG_00032	4199784		1	0.09957003	0.000372453	0	0	0	0.000138128	100	0	0	0	0	0	0	0	0	100	0		Yes					MAG_small_size_fraction	Bacteria	Myxococcota	UBA796	UBA9615	UBA9615	GCA-2724675	GCA_002724675.1	4199784	433	13166	62.94	85.92	4.23	1	81.69	Unique	99.91
TARA_ARC_108_MAG_00040	3543952		22	2.681292458	0.060241124	0.006597236	0.000638912	2.6118E-05	0.023627754	89.24162686	9.773192457	0.946489249	0.038691432	96.5737523	0.038613613	0	0	0	0	3.387634086							MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	HTCC2089	GCA-2725285		3543952	429	10575	47.78	98.56	5.76	2	92.81	Unique	
TARA_PSE_93_MAG_00123	2886471		1	0.292030388	3.26646E-05	7.46037E-05	3.03354E-05	0.001678336	0.000418626	1.798771498	4.108270847	1.670507695	92.42244996	0	0	0	0	100	0	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	HTCC2089	GCA-2725285		2886471	17	213833	47.78	83.45	2.88	1	80.58	Unique	
TARA_ION_45_MAG_00086	839443		71	0.208350082	0.010234901	1.8124E-05	5.4161E-05	0	0.003811112	99.29869292	0.175838325	0.525468756	0	0	6.76065448	27.16399894	19.94401139	10.06700651	36.06432868	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86	TMED112	GCA-2725325	GCA_002725325.1	839443	113	8088	32.96	82.73	0.72	2	82.01	Unique	97.84
TARA_MED_95_MAG_00104	911226		65	0.439819535	0.011872191	4.62883E-06	3.47216E-05	0	0.004411593	99.66964481	0.038860082	0.291495109	0	0	3.309295827	9.370420027	69.41093171	6.425629975	11.48372246	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86	TMED112	GCA-2725325		911226	97	12 935	32.64	95.77	2.82	1	92.95	Unique	
TARA_PSE_MAG_00045	1519890		3	0.037172956	0.000165665	0	0	0	6.14386E-05	100	0	0	0	0	0	0	0	100	0	0							MAG_small_size_fraction	Bacteria	Proteobacteria	Alphaproteobacteria	UBA998	UBA3002	GCA-2725445	GCA_002725445.1	1519890	195	9894	52.09	84.51	1.41	1	83.10	Unique	95.94
TARA_RED_MAG_00037	2018209		7	0.034658677	0.000357542	4.64282E-05	0	0	0.000140592	88.50701962	11.49298038	0	0	0	0	10.39287869	0	4.932243951	84.67487736	0		Yes					MAG_small_size_fraction	Bacteria	Proteobacteria	Alphaproteobacteria	UBA998	UBA3002	GCA-2725445	GCA_002725445.1	2018209	245	10199	52.48	98.59	2.82	1	95.77	Unique	99.64
TARA_RED_MAG_00004	2103638		13	0.103377116	0.00071527	0	0	0	0.000265266	100	0	0	0	0	1.602979022	3.607504925	0	0.312910646	94.47660541	0		Yes					MAG_small_size_fraction	Bacteria	Proteobacteria	Alphaproteobacteria	UBA828	UBA828	GCA-2728135	GCA_002728135.1	2103638	32	89886	37.12	97.18	0.00	1	97.18	Unique	99.86
TARA_RED_MAG_00066	1134492		15	0.048698927	0.000574958	0	0	0	0.000213229	100	0	0	0	0	6.477760301	1.276214458	0.351961363	0	91.89406388	0		Yes					MAG_small_size_fraction	Bacteria	Proteobacteria	Alphaproteobacteria	UBA7887	UBA7887	GCA-2728255	GCA_002728255.1	1134492	82	24193	47.41	77.46	0.00	1	77.46	Unique	99.6
TARA_ION_45_MAG_00097	1464612		19	0.096197746	0.002498735	7.78942E-05	0	0	0.000940095	96.9768967	3.023103302	0	0	0	2.913009416	28.24942564	0	2.381390153	66.4561748	0		Yes	ASGARD				MAG_large_size_fractions	Archaea	Asgardarchaeota	Heimdallarchaeia	LC-2	LC-2	GCA-2728275	GCA_002728275.1	1464612	167	12453	30.19	80.86	3.09	1	77.78	Unique	98.08
TARA_ION_MAG_00018	779316		13	0.014937155	0.000545622	0	0	0	0.00020235	100	0	0	0	0	5.843191634	22.50530405	0	0	71.65150432	0							MAG_small_size_fraction	Bacteria	Proteobacteria	Gammaproteobacteria	GCA-002705445	GCA-002716945	GCA-2728355		779316	62	17416	31.19	85.92	1.41	2	84.51	Unique	
TARA_PSW_86_MAG_00018	5379027		27	0.226818034	0.005896468	0.000881063	0	0.000468194	0.002446378	81.37858153	12.15976094	0	6.461657527	0	8.019679999	60.82382365	0	31.15649635	0	0		Yes					MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	GCA-2729235	GCA_002729235.1	5379027	317	25545	40.10	97.12	0.00	4	97.12	Unique	98.94
TARA_PON_109_MAG_00073	9271331		8	0.014405495	0.000144884	0	0	2.38167E-05	5.92208E-05	85.88228874	0	0	14.11771126	0	0	0	0	100	0	0		Yes					MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	GCA-2729595	GCA_002729595.1	9271331	1094	10577	34.42	92.09	2.88	2	89.21	Unique	99.67
TARA_PON_MAG_00043	1912945		1	0.088082551	0.000314581	0	0	0	0.000116666	100	0	0	0	0	0	0	0	100	0	0		Yes					MAG_small_size_fraction	Bacteria	Chloroflexota	Dehalococcoidia	UBA1151	UBA1151	GCA-2730555	GCA_002730555.1	1912945	45	85777	61.64	80.28	0.00	1	80.28	Unique	99.89
TARA_ANW_MAG_00053	787141		41	0.121507392	0.002999269	0	9.96873E-06	0	0.00111457	99.66872921	0	0.331270787	0	0	49.7537575	11.5982391	8.30987327	22.25792456	8.080205571	0							MAG_small_size_fraction	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86	SAR86	GCA-2730855		787141	128	6424	34.75	73.24	1.41	1	71.83	Unique	
TARA_AON_82_MAG_00101	1146214		45	0.242498693	0.00734006	1.51599E-05	1.77818E-05	0	0.002728779	99.55321116	0.205614322	0.241174515	0	0	56.12923388	18.69703391	2.873267234	13.6727804	8.627684576	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86	SAR86	GCA-2730855		1146214	75	20517	35.52	89.93	2.16	1	87.77	Unique	
TARA_PON_MAG_00041	1997685		17	0.113267333	0.000924309	0	0	0	0.00034279	100	0	0	0	5.25008381	33.77293546	0	15.29146113	45.6855196	0	0		Yes					MAG_small_size_fraction	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	MB11C04	GCA-2730975	GCA_002730975.1	1997685	110	24374	48.67	71.83	0.00	1	71.83	Unique	99.74
TARA_PON_MAG_00053	2639996		2	0.199298831	0.000724669	0	0	0	0.000268752	100	0	0	0	0	0	4.132890278	0	95.86710972	0	0		Yes					MAG_small_size_fraction	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	GCA-2731375	GCA-2731375	GCA_002731375.1	2639996	99	41184	58.70	70.42	0.00	1	70.42	Unique	99.67
TARA_MED_95_MAG_00295	1201809		62	0.040015809	0.003293409	2.15494E-05	1.95311E-05	0	0.001229531	98.76801003	0.646259115	0.585730851	0	0	24.77375868	13.26276872	39.32712368	11.27073836	11.36561055	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Alphaproteobacteria	TMED109	TMED131	GCA-2732015		1201809	185	6 931	28.91	80.28	2.82	1	77.46	Unique	
TARA_MED_MAG_00016	1639879		9	0.030600653	0.000645348	0	0	0	0.000239334	100	0	0	0	0	0.579241825	0	99.42075817	0	0	0							MAG_small_size_fraction	Bacteria	Proteobacteria	Alphaproteobacteria	TMED109	TMED131	GCA-2732015		1639879	19	120000	28.75	100.00	1.41	1	98.59	Unique	
TARA_PON_109_MAG_00119	1285214		54	0.109679251	0.000646461	8.60514E-06	4.90016E-05	0	0.000252327	91.81801391	1.222203831	6.95978226	0	0	58.8239975	31.70511312	0	6.831094111	2.639795261	0		Yes					MAG_large_size_fractions	Bacteria	Proteobacteria	Alphaproteobacteria	TMED109	TMED131	GCA-2732015	GCA_002732015.1	1285214	97	16924	28.98	87.05	4.32	1	82.73	Cluster_156	99.3
TARA_IOS_50_MAG_00001	3573883		19	0.169044011	0.00212016	0.000245901	0	0	0.000828625	89.60716672	10.39283328	0	0	0	9.186572002	81.7465747	0	9.066853295	0	0		Yes					MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Oceanococcaceae	GCA-2732075	GCA_002732075.1	3573883	53	97509	63.25	100.00	0.72	3	99.28	Unique	99.96
TARA_PSW_86_MAG_00007	3597482		6	0.120755479	0.000624033	0.000128599	0	9.23377E-05	0.000274853	73.85269528	15.21937729	0	10.92792743	0	0	0	0	100	0	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Oceanococcaceae	GCA-2732075		3597482	58	102641	62.93	100.00	0.72	1	99.28	Unique	
TARA_PSW_MAG_00023	3006533		18	0.114141699	0.001014201	0.00055535	0	7.54133E-05	0.000489131	61.65489141	33.76061615	0	4.584492443	0	0	9.396309061	0	90.60369094	0	0							MAG_small_size_fraction	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	GCA-2732755		3006533	240	17804	64.47	98.59	1.41	1	97.18	Cluster_191	
TARA_ARC_108_MAG_00051	2645376		1	0.139884638	0.000314587	0.000414	0.000115739	8.94899E-05	0.000234791	33.68835154	44.33421363	12.39419228	9.583242554	100	0	0	0	0	0	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	GCA-2732825		2645376	126	33037	57.35	93.53	2.16	1	91.37	Unique	
TARA_AOS_82_MAG_00020	4205685		17	0.394185695	0.003569703	0.000584242	0.000400172	0.000277403	0.001579028	73.88364274	12.09229778	8.282532266	5.741527216	0	44.76361808	3.14655236	40.18971222	8.3215815	3.578535845	0							MAG_large_size_fractions	Bacteria	Planctomycetota	UBA1135	UBA1135	GCA-002686595	GCA-2862085		4205685	126	61635	71.06	97.84	4.32	2	93.53	Unique	
TARA_MED_95_MAG_00159	4376668		18	0.074101324	0.00174055	0.000796757	0.00039143	0.000182152	0.000913326	55.9502447	25.61188778	12.58257871	5.855288811	0	2.922996693	2.632940434	87.72607008	1.403913871	5.314078927	0							MAG_large_size_fractions	Bacteria	Planctomycetota	UBA1135	UBA1135	GCA-002686595	GCA-2862085		4376668	318	22 533	70.98	94.37	4.23	1	90.14	Unique	
TARA_IOS_50_MAG_00112	3511135		22	0.182271685	0.005009939	0.000317274	0.000167382	0	0.001950531	91.179396	5.774297518	3.046306478	0	0	1.186550294	71.59852134	0	7.281531263	19.93339711	0							MAG_large_size_fractions	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	GCA-2862225	GCA_002862225.1	3511135	860	4102	53.58	76.26	6.47	1	69.78	Unique	97.07
TARA_MED_95_MAG_00095	5579017		24	0.728096618	0.00727762	0.000177164	0.000104973	0	0.002753266	96.26790422	2.34352036	1.388575415	0	0	4.357632055	29.86889417	46.35417708	1.969987746	17.44930894	0							MAG_large_size_fractions	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	GCA-2862225	GCA_002862225.1	5579017	66	140 407	53.61	95.77	1.41	2	94.36	Unique	95.46
TARA_PON_109_MAG_00066	4961262		22	2.58359E-05	4.75527E-07	1.72523E-08	1.31363E-08	0	1.823E-07	93.99334897	3.41011502	2.596536011	0	0	9.215632772	31.11324911	0	20.44435746	39.22676066	0		Yes					MAG_large_size_fractions	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	GCA-2862225	GCA_002862225.1	4961262	439	15835	53.49	93.53	2.88	2	90.65	Unique	98.84
TARA_RED_19_MAG_00022	4349979		22	0.368263744	0.006036828	0.000201179	0.000235508	0	0.002326804	93.25424918	3.107725328	3.63802549	0	0	1.429293217	56.32572286	0	2.296750579	39.94823335	0							MAG_large_size_fractions	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	GCA-2862225	GCA_002862225.1	4349979	826	5812	53.66	88.49	3.60	1	84.89	Unique	95.48
TARA_PSE_MAG_00020	1549255		10	0.067667529	0.000823316	3.86169E-05	1.40018E-05	0	0.000315156	93.99284939	4.408650823	1.598499784	0	0	44.90087932	0	0	55.09912068	0	0							MAG_small_size_fraction	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	BACL11	GCA-2862585		1549255	133	16075	34.15	94.37	1.41	1	92.96	Unique	
TARA_MED_95_MAG_00180	981207		25	0.373772064	0.004658126	0.000237231	0.000603831	3.13738E-05	0.001912357	84.22518937	4.289451615	10.91807795	0.567281064	0	3.010963766	18.18769549	14.29705779	61.52630498	2.977977969	0							MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	GCA-2862715	GCA_002862715.1	981207	126	9 532	29.94	88.73	1.41	1	87.32	Cluster_118	95
TARA_AON_82_MAG_00031	1896756		5	0.096463751	0.000709886	0	0	0	0.000263269	100	0	0	0	0	63.30631769	0	0	36.69368231	0	0		Yes					MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	GCA-2863045	GCA_002863045.1	1896756	121	24827	39.52	94.96	0.00	1	94.96	Unique	98.31
TARA_ION_45_MAG_00062	1153873		45	0.058733473	0.002397345	0.000236041	4.7985E-05	7.55734E-05	0.000958009	86.95658493	8.561701324	1.74051195	2.741201797	0	2.217753529	35.28332615	0	52.85419787	9.644722444	0		Yes					MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	TMED113	GCA-2863085	GCA_002863085.1	1153873	164	8743	30.76	89.93	2.88	1	87.05	Unique	99
TARA_PSE_93_MAG_00075	7264955		9	0.115506595	0.000860499	0.00016703	0	0	0.000347885	83.74448549	16.25551451	0	0	0	0	78.79105307	0	21.20894693	0	0		Yes					MAG_large_size_fractions	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Planctomycetaceae	Gimesia	GCA_002724985.1	7264955	635	15665	53.50	94.96	5.04	1	89.93	Unique	98.05
TARA_MED_95_MAG_00084	3320313		2	0.07916927	0.000437291	0	0	0	0.000162174	100	0	0	0	0	0	0	100	0	0	0		Yes					MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Glaciecola	GCA_002338515.1	3320313	104	50 093	37.75	95.77	1.41	1	94.36	Unique	99.8
TARA_PSW_86_MAG_00050	3010711		18	0.525729157	0.00059458	3.48243E-05	2.83169E-05	7.1918E-05	0.000249491	81.4895946	4.772808639	3.880948509	9.856648252	3.844985334	2.569147065	0	20.17893669	6.540517026	66.86641388	0							MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gramella		3010711	255	16028	38.74	97.12	2.88	1	94.24	Unique	
TARA_AON_82_MAG_00014	4435269		10	0.554806927	0.002050747	0	0	0	0.000760542	100	0	0	0	0	97.60525164	0	0	2.394748363	0	0		Yes					MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	GCA_002699145.1	4435269	59	117543	65.25	96.40	0.00	1	96.40	Cluster_17	99.97
TARA_ARC_108_MAG_00095	2655046		3	1.178288218	0.002899	0.003312672	0.000324754	0.000334281	0.001796113	42.19362736	48.21442855	4.726643091	4.865301002	100	0	0	0	0	0	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus		2655046	77	55401	54.50	85.61	1.44	1	84.17	Unique	
TARA_ARC_108_MAG_00135	1590633		12	0.03032524	0.00045691	0.000433713	0.00029818	2.96922E-05	0.000318507	37.49792863	35.59411817	24.47115612	2.436797075	68.29175784	31.70824216	0	0	0	0	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus		1590633	220	8424	51.52	80.58	2.16	2	78.42	Unique	
TARA_ARC_108_MAG_00213	2659239		15	0.055164708	0.00033198	0.002646676	0.000717586	8.45499E-05	0.000760849	8.780698421	70.00322635	18.97977217	2.23630306	72.78588039	4.957451584	0	0	0	0	22.25666803							MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus		2659239	507	5792	53.61	73.38	7.19	1	66.19	Unique	
TARA_PON_109_MAG_00114	3028011		12	0.020685109	0	3.694E-06	4.3866E-07	0	7.35404E-07	0	89.38552616	10.61447384	0	0	0	0	0	100	0	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus		3028011	461	7929	58.44	85.61	2.16	2	83.45	Unique	
TARA_SOC_28_MAG_00007	3128612		24	0.563272654	0.013580505	0.028072965	0.008692809	0.001010586	0.012071973	26.44340769	54.662536	16.9262848	1.967771509	93.95262322	0.173407726	0	0	0	0	5.873969053							MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus		3128612	321	13176	52.03	97.84	1.44	1	96.40	Unique	
TARA_AOS_82_MAG_00017	3753571		87	0.381265242	0.016452641	0.006054295	0.001408083	0.000566989	0.00759369	67.20298655	24.72956894	5.751502235	2.315942275	0.239535714	10.90411983	30.72508395	22.5318413	16.1389695	17.67625439	1.784195318		Yes					MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas		3753571	217	26505	56.85	100.00	5.04	6	94.96	Unique	98.26
TARA_PSW_86_MAG_00061	4039227		38	0.518039409	0.001858162	0.00485125	0.000750151	0.001207855	0.001972703	21.43847266	55.9711057	8.654840814	13.93558083	0	13.70537514	9.038426797	7.534285214	61.5977102	2.376032322	5.748170331		Yes					MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	GCF_000967645.1	4039227	608	7892	64.54	97.84	5.04	3	92.81	Unique	98.83
TARA_SOC_28_MAG_00020	2077841		24	1.010313462	0.017216543	0.001705982	0.000816605	0.000142858	0.006896565	86.5936691	8.580539855	4.107259431	0.718531616	22.6358179	1.226849203	0	0	0.032728692	0	76.1046042							MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	HC6-5		2077841	78	45291	36.01	87.05	0.00	1	87.05	Unique	
TARA_AOS_82_MAG_00080	1573588		21	0.572258773	0.007643884	0.000465886	0	5.64959E-05	0.002928057	93.60316934	5.705010469	0	0.691820191	85.46905017	14.18528439	0	0	0.345665439	0	0							MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Hel1-33-131		1573588	288	6009	35.84	79.86	2.16	1	77.70	Unique	
TARA_AOS_82_MAG_00091	1750136		29	1.802964704	0.043281537	0.003801276	0.000354818	0.000151851	0.016821314	90.94769366	7.987639051	0.745581087	0.319086205	76.26563646	22.68994647	0	0	0.18081954	0	0.86359753							MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Hel1-33-131		1750136	109	25739	34.51	76.98	2.16	1	74.82	Unique	
TARA_IOS_50_MAG_00054	3037261		27	0.094314836	0.001306284	0.000923753	9.00091E-05	8.59349E-05	0.000683697	54.29318248	38.39403845	3.741057349	3.571721717	0	27.78525282	65.02879983	0	7.185947354	0	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella		3037261	426	9110	62.08	89.21	1.44	1	87.77	Unique	
TARA_MED_95_MAG_00012	2797395		1	0.080612671	0.00011314	0.000128002	0.000471419	2.13938E-05	0.000175702	15.41509526	17.44006152	64.22997579	2.914867429	0	0	0	100	0	0	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella		2797395	44	96 463	53.76	100.00	0.00	1	100.00	Unique	
TARA_MED_95_MAG_00031	2147806		6	0.129742323	0.00167099	0.000124744	0.000113071	2.76566E-05	0.000673167	86.29091993	6.441849229	5.839026845	1.428203996	0	0	0	100	0	0	0		Yes					MAG_large_size_fractions	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella	GCA_002172915.1	2147806	15	218 529	53.45	98.59	0.00	1	98.59	Unique	99.92
TARA_MED_95_MAG_00208	2075045		4	0.071983289	0.000475397	5.88114E-05	0	0	0.000186432	88.9909198	11.0090802	0	0	0	7.940747342	0	92.05925266	0	0	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella		2075045	117	30 730	54.16	85.92	0.00	1	85.92	Unique	
TARA_AON_82_MAG_00011	5877658		16	0.461969042	0.004472081	0.000145085	0.000123856	7.74662E-05	0.001729407	92.81086739	3.011014469	2.570432225	1.607685918	0	55.16750414	12.80742785	0	6.061990762	25.96307725	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Herbaspirillum	Herbaspirillum huttiense	5877658	23	440951	62.45	99.28	1.44	2	97.84	Unique	97.76
TARA_MED_MAG_00103	1716554		75	0.353618456	0.024264758	0.000391818	4.09929E-05	5.37038E-05	0.009087977	98.03438325	1.583023294	0.16561952	0.216973935	0	4.212284093	26.39573208	13.62281977	12.39950813	43.36965593	0		Yes					MAG_small_size_fraction	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	HIMB100	HIMB100 sp2	1716554	286	7097	47.10	78.87	0.00	1	78.87	Unique	98.82
